fq	label
提示客户信息有误请至柜台核对客户信息再注册同一户名下才能关联如何处理	141
贷记卡绑定云南农信信用卡公众号的步骤	216
贷款可以在手机上还吗	461
微信怎么查没出的贷记卡明细	96
取消信用卡短信服务	200
信用贷款怎么还款	461
个人网银销户后E安是否可以不交回	242
交易不足登记时的100元是什么意思	48
企业网上银行怎么办理	224
货记卡利息的收费标准	192
按日贷还款账户已经存好本金为什么没有扣款	55
我想办个信用卡	230
个人贷要什么资料	228
我要贷款	228
按日贷是申请信用卡里的额度	211
信用卡临时额度有效期	291
想问一下可以如何办信用卡	230
自助设备上缴纳交通罚款成功违规记录没消除为什么	322
我可以申请校园贷记卡吗	276
微信提现通知到账为什么我登录查询余额还没到账	450
银行卡境外取款手续费怎么收取	33
下个人手机银行的办法	221
存折密码忘记了怎么办	324
个人贷款可以吗	228
银行卡被别人偷了可以挂失吗	60
手机银行支持惠民卡还款吗	187
什么是个人网上银行证书版	186
很赞啊	172
我在柜台办理的贷款业务可以在农信APP里还款吗	461
您好请问如何在公众号更换账号查询余额	430
cvv2	493
按日贷怎么查	128
我办的金碧惠农卡是否能贷着款吗	228
安装企业网上银行的方法是什么	471
微信银行中微信号与账号绑定后有什么作用	64
为什么绑定不了微信	124
ApplePay支持机型	132
哪些手机系统版本才能下载手机银行	497
我问一下贷款要哪些条件	228
如何开通手机号转账	94
存款机存款手续费怎样收取	181
手机银行移动支付开通流程	36
发生小额免密盗刷有什么赔付机制	269
哪些人可以办理公喜贷	348
支取现金支票如何办理	397
Ipad怎么开通ApplePay	240
我想申请移动云证书	79
ATM跨行转账多久能到账	159
信用卡可以在取款机上取款吗	32
社保卡取款密码如何更改	412
普洱工会卡可以取钱吗	366
我不想用我的储蓄卡了怎么办	81
自助设备存款手续费怎样收取	181
我想办张卡贷记卡	230
在个人网上银行证书版上购买理财产品时提示该账号未签约怎么处理	41
我想把活期存款转为定期存款怎么办理呢	236
请问这是什么情况啊我没有交易啊	60
什么情况下可以使用个人手机银行移动支付	483
我想问一下我拿着那个贷款证去银行贷款要多久才能下来	228
个人网上银行证书版怎样进行账号解约	197
从微信上能贷款吗	228
贷记卡自助还款操作步骤	109
还贷款怎么还	461
请把我查下信用卡状态	442
信用卡怎样办理	230
一般存款账户有什么功能	392
怎样开通贷记卡短信	361
我绑定微信的时候提示我预留手机号码不符如何处理	124
微信提现超时未到账	450
怎么退回我的信用卡积分	490
我忘记信用卡号了	209
Ⅲ类账户是不是必须要到网点开立	282
公喜贷是干什么的	347
信用卡发出来一个多月了我还没收到卡	19
如何理解移动代理商代缴费业务	274
老人死后他的存折上的钱怎么取	335
可以在APP上还贷款利息吗	461
我想申请贷10万怎么办理	228
银行卡定期存款能不能提前取	43
什么情况下个人网上银行证书版PIN码会被锁定	262
怎样通过个人手机银行将活期转为定期	236
个人网银预留手机号修改	147
云南农信存折是否能进行理财签约	103
交通罚款如何缴纳	222
在使用个人网上银行证书版时提示业务开始状态不能发起交易怎么办	84
微信银行中微信号与账号绑定后有什么功能	64
借记卡挂失补卡后附带的定期存款如何处理	234
如何通过电话银行还贷款	461
微信上是说到帐了卡里面没到帐	450
怎样登录个人手机银行网站	221
你好我想申请一张信用卡	230
我的信用卡几号能刷卡	161
怎么关掉借记卡短信通知	151
ATM上怎么转账	468
通过个人手机银行如何缴水费	54
如何申请借记卡	210
卡丢失了如何查询储蓄卡卡号	63
为什么不可以快捷支付	418
什么方法能退网银跨行转账失败手续费	277
解除信用卡短信通知	200
我的支付宝转账银行卡没到账怎么办	450
贷记卡逾期了	343
储蓄卡可以在哪些平台进行缴费	142
可以在线注销储蓄卡短信提醒业务吗	151
我的信用卡在96500能查逾期状态吗	341
电子银行承兑汇票质押业务有什么要求	385
信用卡逾期了	343
我的个人手机银行登录密码忘记了	171
在乡镇贷款需要查询征信吗	228
通过个人网上银行证书版行内转账提示收款人账号或户名不存在怎么处理	133
支取定期子账号中的定期存款有哪几种方式	379
请问一下这能带货款吗	228
社保卡在外省取钱卡被吞了我要回来补办吗	160
手机银行如何转账	481
信用卡商城下单后怎么退换货	164
信用卡要怎么挂失	15
客户服务电话打不通	217
微信银行可以还贷款吗	461
我的银行卡上的定期能挂失吗	234
个人网上银行证书版如何使用才安全	114
如何伸请贷款	228
微信银行登陆密码忘记怎么办	344
电话银行收费吗	355
Ⅱ类账户介绍	213
查贷记卡的小额免密功能状态	401
POS机收费贵吗	369
帮我查看按日贷款什么时候还	128
你有男朋友了吗	42
创业贷还款	461
我的贷记卡邮箱地址有没有预留	422
信用卡怎么销户	194
我要在国外取现金	93
怎么在手机上贷款	228
跨法人机构是否可以进行理财解约	223
请帮查一下我到期按日贷是否还清	128
我想问问我上次办的信用卡什么时候才好	19
个人网上银行资金归集方式包括哪些	193
哇噻好厉害啊	172
农信金碧贷记卡怎么申请	230
淘宝中退款未收到	450
为什么刷信用卡提示额度不足	127
我想咨询一下从手机上还贷款怎么操作	461
登录个人网上银行证书版提示客户端证书无效是什么原因	83
按日贷的还款方式	122
个人手机银行可以进行行内转账吗	481
电话银行能自助还贷款吗	461
服务的真不错	323
之前贷款的期限还没到现在还可以吗	228
进行微信号与手机银行绑定带来什么好处	68
如何审请货款	228
手机银行跨行转账为什么提示他行拒绝	26
储蓄卡可以缴纳水费吗	54
个人网银登录密码锁定后怎么办	45
可以网贷吗	228
领取个人手机银行资金安全险的条件是什么	29
怎样签约ATM转账协议	208
怎么理解二类账户	213
移动支付小额免密支付开启	149
怎么使用信用卡附卡的积分	179
我要怎样缴话费呢	117
企业网上银行PIN码怎么重置	152
按日贷帐单如何看	128
储蓄卡交易短信提醒怎么开通	108
收到106596500发送的短信	444
银行现在还有创业贷款吗	228
自助设备是否可以办理贷记卡转账	229
按日贷多久到账	101
三类账户交易限额具体包含什么	284
为什么转账会出现当前渠道非工作时间请使用其他渠道	84
必须到开户行查询信用卡逾期记录吗	341
按日贷还款怎么查询	128
Ⅱ类账户非绑定资金转入的限额是多少	283
我想把我的Ⅱ类账户销户	285
现金分期未按时还款会罚息吗	21
哪个时间段可以赎回开放式理财产品	20
信用卡账单寄送方式有哪几种	422
个人手机银行如何缴水费	54
手机银行跨行转账操作流程	481
身份信息能否在线更新	199
银行卡下账了饭卡未到账	258
为什么我按日贷还了后借不了	10
信用卡积分多长时间能退	490
借记卡销户要到以前办卡网点消吗	81
POS机收押金吗	369
我的贷款要还利息怎么还	461
农村信用手机贷款为什么不能在手机还款	461
POS机跨行转账有限制吗	371
通过自助设备行内转账为什么还没有到账	159
银行卡密码取钱时被锁定需要怎么办理	6
不动户含义	245
办理公务信用卡	230
想了解按日贷	70
按日贷使用有积分吗	407
客服热线的服务时间	88
信用卡账单分期提前还款怎么办	354
贷记卡可以透支吗	161
介绍一下个人网上银行各种资金归集方式	193
请问一下我要贷款需要什么东西	228
我的云南农信存折开通了个人网上银行证书版但签约网关支付时提示没有可操作的账号是什么原因	125
忘记放款密码怎么办	111
你好麻烦关闭一下那个借记卡的短信提示	151
惠农卡申请条件	228
什么时候可以办理个人结购汇业务	174
怎样在手机上缴纳交通罚款	222
取款忘记退卡了怎么办	73
网银转账回执单如何打印	463
现金分期是否有积分	407
我忘记手机银行登录密码了	171
怎么办理结汇业务	182
我的借记卡丢失了	57
手机银行的电子回单怎么看	432
金融社保卡挂失补卡的手续费是怎么收的	387
我申请的贷款下来了嘛	228
办理贷记卡	230
个人手机银行手机号转账怎么开通	94
预留手机号变更	124
自助设备转账是多久到账	159
在线信用卡办理	230
个人手机银行手机号转账开通流程	94
报个税需要的贷款合同编码是填写那一个	419
我可以申请本行信用卡吗	230
撤销预约转账	484
单身一个人没有户头可不可以贷款呢	228
查一下我信用卡的有效期	167
我手机上贷了款什么时候才到	228
转账支票进账需要携带印鉴吗	398
你好我想办一个信用卡	230
信用卡账单分期可以提前还吗	354
怎样才申请货款	228
白金贷记卡行外增值服务主要有哪些	318
查询一下我的按日贷还款日期是好久	128
如何变更企业网上银行操作员的权限	90
农村信用社通过ATM机行内转账多长时间能到账	159
微信动户提醒怎么开	439
能不能在手机上还贷款利息这样方便	461
请发送信用社手机银行网址给我	221
信用卡如何归还账单	109
没有信用卡号怎么办	209
网银跨行转账失败手续费可以退回吗	277
我可以开几个个人外汇电子账户	99
Ⅲ类账户是什么意思	281
如何在掌上银行还货款	461
介绍一下外汇电子账户	78
可以在线开通借记卡短信通知嘛	108
微信号能在手机银行上用吗	487
农信社可以网上办理交通违章罚款吗	222
企业网上银行代发工资为什么提示总金额与总笔数不符	118
收单交易微信交易提醒	302
我的惠民卡放款密码多少	111
信用卡有额度怎么刷卡余额不足	127
因手机银行系统问题可以领取个人手机银行资金安全险吗	29
个人贷款有什么要求	228
企业一般存款账户的开户资料	364
怎样能查看我的信用卡的张数	443
我改名字了会影响银行卡使用吗	199
你好请问安日贷要怎么还找不到还款窗口	122
如何绑定贷记卡至云南农信各类平台	119
怎么储蓄卡刷卡不用密码就消费了	426
